12.930902,77.667568
12.930902,77.667139
12.930881,77.666752
12.930819,77.666473
12.930798,77.666259
12.930714,77.666066
12.930568,77.666001
12.930275,77.665937
12.930066,77.665915
12.929919,77.665787
12.929647,77.665615
12.929375,77.665486
12.92925,77.665422
12.928978,77.665358
12.92879,77.665293
12.928476,77.665164
12.928204,77.665036
12.928016,77.664886
12.927891,77.664692
12.927891,77.664435
12.927891,77.664135
12.927932,77.663791
12.927953,77.663662
12.927974,77.663555
12.927849,77.663534
12.927535,77.663534
12.927305,77.663512
12.927096,77.663491
12.926803,77.663405
12.926594,77.663405
12.926301,77.663383
12.926029,77.663341
12.925799,77.663298
12.925444,77.663233
12.925088,77.663212
12.924942,77.663212
12.924754,77.663212
12.924565,77.663169
12.924168,77.663147
12.924001,77.663147
12.923708,77.663126
12.923499,77.663126
12.923248,77.663105
12.923039,77.663105
12.922808,77.663105
12.922641,77.663062
12.922327,77.663062
12.922076,77.663019
12.921888,77.663019
12.921763,77.663019
12.921554,77.662976
12.921344,77.662976
12.921135,77.662976
12.921031,77.663062
12.920968,77.663276
12.920905,77.663491
12.920843,77.663598
12.920633,77.663727
12.920445,77.663834
12.92032,77.66392
12.920069,77.663963
12.919818,77.664006
12.919588,77.664135
12.919232,77.664306
12.919107,77.664328
12.918898,77.664328
12.918626,77.664392
12.918479,77.664456
12.918291,77.664478
12.917998,77.664371
12.917726,77.664285
12.917517,77.664242
12.917245,77.664113
12.916869,77.663941
12.916639,77.66377
12.916158,77.663577
12.915614,77.663276
12.915196,77.663147
12.914882,77.662976
12.914547,77.662826
12.914422,77.662697
12.91438,77.662525
12.914496,77.662225
12.914789,77.661924
12.915124,77.661409
12.915375,77.661109
12.915709,77.660508
12.915835,77.660122
12.916128,77.659779
12.916504,77.659221
12.916797,77.658834
12.916964,77.658706
12.917257,77.658319
12.917675,77.658019
12.91801,77.657719
12.918219,77.657375
12.918428,77.657032
12.918763,77.656775
12.918847,77.656474
12.919056,77.656174
12.919349,77.655873
12.919432,77.655702
12.919683,77.655487
12.919976,77.655058
12.920227,77.654672
12.920436,77.654457
12.92052,77.654328
12.920571,77.654157
12.920571,77.653964
12.920592,77.653749
12.920592,77.653685
12.920738,77.653663
12.920843,77.65362
