12.999187,77.541161
12.99905,77.541397
12.998945,77.541568
12.99882,77.541761
12.998674,77.541997
12.99859,77.542255
12.998527,77.542362
12.998423,77.542555
12.99836,77.542663
12.998276,77.542856
12.998193,77.543006
12.998109,77.543178
12.998026,77.543392
12.997984,77.543499
12.9979,77.543671
12.997816,77.543907
12.997754,77.544143
12.997712,77.544315
12.997545,77.544572
12.997503,77.54483
12.997419,77.545152
12.997419,77.54528
12.997377,77.545667
12.997315,77.54586
12.997315,77.546139
12.997315,77.546375
12.997336,77.546568
12.997294,77.546976
12.997252,77.547297
12.997356,77.547984
12.997377,77.548349
12.997377,77.5488
12.99744,77.549014
12.99744,77.549272
12.99744,77.549615
12.99744,77.549851
12.99744,77.550323
12.997545,77.550666
12.997545,77.551267
12.997649,77.55161
12.997775,77.551997
12.997775,77.552233
12.997921,77.552598
12.997963,77.552855
12.998046,77.553155
12.998109,77.553649
12.998172,77.554035
12.998255,77.554207
12.998381,77.554722
12.998423,77.555172
12.998444,77.555623
12.998444,77.556031
12.998444,77.556546
12.998381,77.556889
12.998235,77.557297
12.998193,77.557619
12.998151,77.557833
12.998088,77.558069
12.997963,77.55837
12.997879,77.558627
12.997816,77.558842
12.997754,77.559206
12.997607,77.559464
12.997482,77.5597
12.997419,77.559893
12.997294,77.560215
12.997147,77.559979
12.99698,77.55985
12.996478,77.5597
12.996207,77.559528
12.995956,77.559378
12.995767,77.559314
12.995558,77.559228
12.995224,77.559099
12.995036,77.559099
12.994889,77.559271
12.994806,77.559593
12.994785,77.559721
12.994722,77.559872
12.994638,77.560129
12.994513,77.560258
12.99445,77.560279
12.994308,77.560258
12.994204,77.560194
12.994141,77.560161
12.994016,77.560108
12.993911,77.560108
12.993922,77.56014
12.993922,77.560354
12.99389,77.560451
12.993859,77.560794
12.993817,77.561159
12.993786,77.561299
12.993786,77.561556
12.993786,77.561889
12.993765,77.562135
12.993713,77.56249
12.993702,77.562693
12.993671,77.562962
12.993629,77.563155
12.993618,77.563401
12.993618,77.563584
12.993598,77.563863
12.993556,77.56411
12.993514,77.564507
12.993493,77.564689
12.993472,77.564925
12.99343,77.56515
12.993399,77.565418
12.99342,77.565515
12.993399,77.565697
12.993409,77.565891
12.993388,77.566062
12.993388,77.566266
12.993378,77.566642
12.993378,77.566845
12.993378,77.566942
12.993388,77.567071
12.993388,77.567307
12.993388,77.567468
12.993388,77.567586
12.993409,77.567704
12.99342,77.56779
12.993368,77.567811
12.993221,77.5678
12.993117,77.56779
12.992928,77.56779
12.992866,77.56779
12.99273,77.56779
12.992573,77.5678
12.992333,77.567779
12.992249,77.567768
12.992061,77.567779
12.991883,77.567779
12.991758,77.56779
12.99159,77.56779
12.991329,77.567843
12.991183,77.567843
12.990974,77.567832
12.990911,77.567832
12.990723,77.567811
12.990629,77.567822
12.990514,77.567822
12.990367,77.567854
12.990284,77.567865
12.990158,77.567865
12.990012,77.567865
12.989865,77.567886
12.989698,77.567886
12.989583,77.567843
12.989416,77.567854
12.989364,77.567865
12.98929,77.567875
12.989154,77.567886
12.989081,77.567886
12.988935,77.567886
12.988883,77.567886
12.988757,77.567929
12.988632,77.567918
12.988506,77.567908
12.98837,77.567918
12.988391,77.567747
12.988412,77.567596
12.988423,77.567532
12.988444,77.567317
12.988444,77.567135
12.988454,77.566996
12.988454,77.566921
12.988454,77.566706
12.988462,77.566593
12.988467,77.566529
12.988399,77.56655
12.988336,77.56655
12.988299,77.56655
12.988232,77.566545
12.988205,77.56654
12.988174,77.566534
12.988127,77.566545
12.98808,77.566497
12.988085,77.566368
12.988085,77.566298
12.98809,77.566212
12.988101,77.566132
12.988111,77.566041
12.988111,77.565971
12.988111,77.565885
12.988122,77.56581
12.988109,77.565655
12.988109,77.565536
12.988109,77.565376
12.988109,77.565182
12.988109,77.565054
12.987984,77.565043
12.9879,77.565054
12.987827,77.565054
12.987775,77.565054
12.987743,77.565054
12.987691,77.565011
12.987733,77.564861
12.987722,77.564614
12.987722,77.564517
